delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
3.513749;1.227941;0.76591855;1.2101828;1.9916685;0.5306165;0.48498687;0.2291946;0.26015636;0.113113366;2.577332;1.0365567;0.29915187;0.2878025;0.17936808;1.8447813;0.8001509;0.15167786;0.7028051;2.2643852;2.1016176;0.89351404;0.20447159;0.3052055;0.1293563;2.2354994;1.3705481;0.8456697;0.33019495;0.6347441;0.46285892;1.7309332;0.9763018;0.8493602;0.47412005;2.0903025;3.0423768;1.1466943;0.97298706;0.3862468;0.7958006;1.2458739;4.193559;0.83881867;0.20482156;2.0560684;0.952202;0.4140242;0.28143248;0.14837092;0.44589525;0.4223374;0.17696913;0.26039967;0.13119459;0.4848238;0.38676092;0.17575131;0.2462698;0.108059146;0.95092887;0.40769976;0.12900567;0.2706961;0.13893208;1.7299085;0.707434;0.2526211;0.35490304;0.2548566;2.5887918;0.8381199;0.77766544;0.6711661;1.2830827;8.444533;2.189963;1.8222933;1.2686108;1.2153535;5
3.461896;1.2051673;0.7339148;1.1981701;1.9776038;0.5414639;0.48403522;0.22434393;0.25704557;0.11448458;2.6402583;1.0194128;0.2918202;0.2828088;0.18062624;1.9639026;0.765141;0.1539542;0.70293695;2.2562387;2.1865993;0.8895122;0.20003043;0.30314034;0.13080257;2.2357023;1.2887434;0.76939964;0.32669717;0.63612795;0.4666229;1.6580138;0.87781775;0.79063666;0.4744089;2.2075858;2.9014168;1.0422972;0.9104418;0.3848406;0.83170646;1.224495;3.9807081;0.8317878;0.20510776;2.1431623;0.8975248;0.39825603;0.2814411;0.14991556;0.47296602;0.42703187;0.17714919;0.25772402;0.13220684;0.5154284;0.3908168;0.17883375;0.24601226;0.109481245;0.99871296;0.41234958;0.13348103;0.27047312;0.14096227;1.7955649;0.7133325;0.24600488;0.35297146;0.25581113;2.7060373;0.80261254;0.69849825;0.6662765;1.2741448;9.011943;2.17679;1.7311293;1.2518789;1.2082981;5
3.4338112;1.1889055;0.7039094;1.1840669;1.9645772;0.5541533;0.48480773;0.22068281;0.25495395;0.115716435;2.7232542;1.0008361;0.2846989;0.2791672;0.1818033;2.091398;0.73309344;0.15692253;0.7046011;2.2466033;2.2832546;0.885411;0.19666679;0.3017974;0.13213384;2.253862;1.2103487;0.69618696;0.32383442;0.6373213;0.47135037;1.5902431;0.7885779;0.7393394;0.47411337;2.3316245;2.7677205;0.9447788;0.8494869;0.38352877;0.867263;1.2025616;3.79699;0.82706326;0.20509788;2.2389503;0.8464763;0.38259026;0.28200087;0.1513445;0.5000007;0.43260363;0.17906189;0.25574642;0.13301715;0.54631317;0.3958146;0.18252744;0.24638115;0.11077042;1.0463228;0.4179957;0.13836338;0.2707801;0.14284033;1.8734987;0.7191565;0.23906936;0.3517268;0.25670588;2.8306458;0.7715984;0.6273595;0.66106665;1.2641418;9.610104;2.1701415;1.6422464;1.2320231;1.2019295;5
3.4254487;1.180699;0.67653245;1.1673273;1.9527875;0.5696986;0.48677835;0.21931951;0.25275907;0.11683165;2.81952;0.9821221;0.28091398;0.27528912;0.18287048;2.2258708;0.7050139;0.160515;0.70763177;2.2356403;2.3868647;0.88025653;0.19446117;0.30022568;0.13333791;2.279997;1.1373595;0.6341685;0.32182688;0.63835394;0.47762606;1.5282247;0.70953524;0.69436526;0.47325772;2.4602962;2.6450052;0.85547423;0.7893194;0.38222787;0.9024253;1.1797562;3.659408;0.8230011;0.20474468;2.3453112;0.8016283;0.37069678;0.28288844;0.15265808;0.5267206;0.43849027;0.18215396;0.25375435;0.13360848;0.577502;0.40126437;0.18698174;0.24671723;0.11193074;1.093002;0.4242891;0.14390989;0.27093753;0.14457206;1.9589958;0.7244728;0.23345244;0.35043472;0.2575507;2.9582236;0.74554783;0.56500846;0.65498704;1.2532688;10.227321;2.168449;1.557099;1.2078202;1.1963983;5
3.4328942;1.1777083;0.6509074;1.1495193;1.9419627;0.58786196;0.489408;0.22003463;0.25109288;0.117852345;2.9254694;0.960718;0.2778212;0.2725562;0.1839546;2.366044;0.6839508;0.16477488;0.7115181;2.2235563;2.4940991;0.87377435;0.19349328;0.29888582;0.13450056;2.3108566;1.0700705;0.5802412;0.32070425;0.63934666;0.4849465;1.4715608;0.6408006;0.6553561;0.47190228;2.5922866;2.528843;0.7772785;0.73282725;0.38119215;0.9350289;1.1562802;3.5369477;0.81864226;0.20406221;2.4619107;0.7630293;0.36190024;0.28399602;0.15381084;0.5526626;0.4446526;0.18598789;0.25224558;0.13394119;0.6087709;0.40708566;0.19198948;0.24739878;0.11290376;1.137501;0.4309311;0.15002553;0.27127185;0.1461025;2.0491717;0.72844124;0.22858003;0.34930336;0.25833553;3.0846233;0.72438675;0.5104368;0.64877445;1.2417266;10.852922;2.1706843;1.4765992;1.1805179;1.1917557;5
3.453002;1.1768986;0.6268295;1.1292512;1.9321753;0.6081051;0.4925687;0.22176835;0.25005886;0.11880861;3.038437;0.9371288;0.27566132;0.27027845;0.18477647;2.5090258;0.6703781;0.16951111;0.71668154;2.2105527;2.6024375;0.86622673;0.19351017;0.2977019;0.13553026;2.3444464;1.0063258;0.53581;0.3197154;0.64005256;0.493357;1.4196573;0.581557;0.62282383;0.47007385;2.7254221;2.417175;0.7097288;0.68152475;0.37995833;0.96385044;1.1309469;3.4176655;0.8129296;0.20315306;2.589058;0.7307295;0.3553399;0.2852066;0.15481654;0.5772971;0.45100635;0.1902579;0.25147048;0.13408959;0.63973826;0.41330567;0.19731729;0.2485098;0.11370962;1.1788836;0.4377178;0.15662403;0.27211672;0.14740424;2.1424294;0.7309472;0.22447947;0.348486;0.25900954;3.2052176;0.70787185;0.46889383;0.6422525;1.229817;11.474684;2.1759942;1.4038956;1.1502217;1.187855;5
3.483579;1.1786109;0.60365283;1.1088079;1.9241478;0.630085;0.49668843;0.2237647;0.24962267;0.119708985;3.1565983;0.91479826;0.2761461;0.26885745;0.18564874;2.6517165;0.66337883;0.17484523;0.72264796;2.1966338;2.7097945;0.85854876;0.19412875;0.29698488;0.13651852;2.379249;0.9501436;0.49886706;0.31979948;0.64073247;0.5023994;1.3729236;0.5332265;0.59580266;0.46777868;2.8572218;2.3120568;0.64980644;0.6355264;0.37873936;0.9886497;1.1041404;3.292661;0.806664;0.20201819;2.7272973;0.7060643;0.35006028;0.2869214;0.15572056;0.60004693;0.4576045;0.19465096;0.25119847;0.13405399;0.67044985;0.42004657;0.20266324;0.2498034;0.11436658;1.2154447;0.44480535;0.16339003;0.2733239;0.1485653;2.2371924;0.7340534;0.22080214;0.3475553;0.25963965;3.3150246;0.6953828;0.43517458;0.6355044;1.2178919;12.083172;2.1841688;1.3384863;1.1183927;1.1844656;5
3.5177286;1.179637;0.58104336;1.0873185;1.9174927;0.6535608;0.5017191;0.22609165;0.2501457;0.12052387;3.2779558;0.89351076;0.27840692;0.26831046;0.18652922;2.7907748;0.661723;0.18072008;0.729159;2.1822245;2.81382;0.8505641;0.19536032;0.29681453;0.13751411;2.4146256;0.9076746;0.46748164;0.31976467;0.6413207;0.51290065;1.3257406;0.49052656;0.57212245;0.46523342;2.9846928;2.205637;0.5931799;0.59120387;0.3777168;1.0077108;1.076782;3.2093778;0.7982529;0.20064747;2.8758898;0.6895097;0.34650666;0.28803667;0.15658045;0.6211227;0.4641756;0.19909851;0.25172552;0.13383015;0.7025746;0.42777506;0.2082354;0.25155365;0.11486796;1.2461209;0.45278677;0.17057925;0.27511334;0.14950904;2.3320105;0.73782474;0.21857116;0.3467994;0.2602826;3.4119952;0.68372035;0.4060726;0.62884855;1.2062037;12.667851;2.1954606;1.2808714;1.0838362;1.1812737;5
3.5566814;1.1815181;0.5603175;1.0664465;1.9117396;0.6785773;0.5082314;0.22868882;0.25149858;0.12118677;3.4016705;0.87370706;0.28199494;0.26902443;0.18739514;2.9237683;0.66412425;0.18699205;0.7366651;2.1675692;2.9133809;0.8442644;0.19733772;0.29733002;0.13843665;2.447654;0.87006396;0.4415342;0.3194544;0.64158964;0.5233169;1.2823403;0.4532489;0.5541753;0.46231505;3.108438;2.1037464;0.5406807;0.5532306;0.37687713;1.0226682;1.0473864;3.1347282;0.7869721;0.19936566;3.0316093;0.6785934;0.34423682;0.28926197;0.15735897;0.64028805;0.47146276;0.2039497;0.25284085;0.13360873;0.7380115;0.43734953;0.21406923;0.25367913;0.11534723;1.2711146;0.46147424;0.17802079;0.27718765;0.15033342;2.4257956;0.7433409;0.2172835;0.3464059;0.26095158;3.4924362;0.67538935;0.38253918;0.62141377;1.1945972;13.217357;2.2074559;1.2322664;1.0470823;1.1780713;5
3.5961936;1.1837239;0.54121494;1.0452572;1.9067318;0.7052833;0.5164618;0.23182592;0.2532024;0.12176125;3.5266156;0.85500896;0.28613797;0.26990265;0.18821996;3.0472105;0.6690156;0.19417864;0.74448395;2.1527965;3.007235;0.8397181;0.19997925;0.2979048;0.1392851;2.4805226;0.8415427;0.42182434;0.31963947;0.64183456;0.53374594;1.2423245;0.42290685;0.5407365;0.4592277;3.2232776;2.0077214;0.4981942;0.522645;0.37606087;1.0327593;1.0143995;3.0615258;0.7746282;0.19806935;3.1938355;0.6729434;0.34298334;0.29049388;0.15819912;0.6571701;0.47995514;0.20920634;0.2543408;0.13343115;0.7758252;0.44925243;0.22015426;0.25593624;0.11585149;1.2897581;0.4711499;0.18556565;0.27947527;0.15117203;2.517482;0.7511945;0.21664163;0.34602013;0.26185554;3.5524428;0.6704551;0.3633247;0.61391675;1.1833732;13.726324;2.2170208;1.1866174;1.0091802;1.1748822;5
3.6328385;1.1866051;0.52493;1.0245274;1.9022115;0.7333258;0.52693033;0.23555107;0.2552336;0.12226961;3.6494477;0.83934927;0.2911337;0.27100745;0.18906815;3.1589608;0.67499095;0.20197774;0.7524721;2.1382287;3.0927856;0.8390489;0.20346065;0.29861262;0.14018378;2.5109415;0.82411927;0.40822026;0.32026073;0.641847;0.5440029;1.2057782;0.3976179;0.53081965;0.45607647;3.3238642;1.919896;0.4637656;0.49838144;0.37538213;1.0398428;0.9816226;2.9884725;0.76105136;0.19688529;3.3604672;0.6716609;0.3427716;0.29140067;0.15898295;0.675992;0.4903957;0.21479543;0.25618523;0.13325596;0.81494164;0.46344274;0.22645499;0.25826013;0.116264045;1.3018852;0.48194912;0.19318566;0.28185478;0.15192252;2.605899;0.7624581;0.21655902;0.3455063;0.2626218;3.591952;0.6692808;0.34776023;0.60630316;1.1729194;14.184302;2.2281227;1.1491598;0.9701057;1.171854;5
3.6656265;1.1904275;0.5106259;1.0039382;1.8981042;0.7632741;0.5389308;0.23988886;0.25750574;0.12257206;3.7697105;0.826237;0.29713833;0.27249813;0.18998943;3.2590609;0.6820038;0.21034348;0.76040155;2.1240575;3.168895;0.8437913;0.20735562;0.2991861;0.14115553;2.5388803;0.8136919;0.39984897;0.3205708;0.64162177;0.55463815;1.1724643;0.37648135;0.5238179;0.4527553;3.4084542;1.8416404;0.4392498;0.47872233;0.3745824;1.0465761;0.948816;2.9162245;0.7461169;0.19561434;3.529729;0.6754601;0.3434366;0.2916191;0.15978734;0.7024029;0.50258857;0.22073065;0.2583355;0.13306737;0.8548176;0.4794491;0.23296541;0.2606598;0.11660773;1.3068625;0.49396205;0.20097733;0.2843558;0.15251036;2.690658;0.776688;0.2166914;0.34505507;0.26351422;3.6105218;0.6705434;0.3358094;0.59918505;1.1626328;14.584028;2.2433949;1.1165462;0.9302641;1.1678637;5
3.6934006;1.193389;0.49901682;0.98477346;1.8948102;0.7950351;0.5519333;0.244492;0.259826;0.123162426;3.887017;0.81508446;0.3040538;0.27382267;0.19112998;3.3454657;0.6886314;0.21945763;0.7679993;2.1111467;3.2358205;0.8521304;0.21208268;0.29970804;0.1423534;2.565396;0.8076761;0.3966477;0.32130313;0.64159775;0.5662018;1.1428642;0.35846257;0.5187914;0.44994614;3.478477;1.7743944;0.41760778;0.4628665;0.37434676;1.0608944;0.915752;2.8375325;0.73519164;0.19486046;3.6999044;0.682221;0.34545586;0.29201692;0.16075784;0.7312277;0.51521146;0.22687523;0.2606403;0.13321789;0.89468145;0.49607506;0.23977987;0.26303735;0.1171369;1.3039209;0.5054452;0.20899905;0.28659406;0.15328155;2.7715726;0.79237527;0.21785621;0.34443256;0.2645545;3.6085358;0.6728638;0.3273075;0.59293747;1.1537412;14.91832;2.25704;1.08917;0.8915203;1.1644518;5
3.7140207;1.196486;0.48861924;0.9661245;1.8918926;0.8276959;0.56607735;0.24897592;0.26220417;0.12358824;3.998904;0.80654687;0.31118816;0.27501956;0.1922995;3.4162471;0.6943109;0.22870016;0.7752816;2.098901;3.29257;0.8646354;0.21695092;0.30000052;0.14341007;2.590089;0.8063411;0.39579466;0.32215148;0.64137006;0.5786178;1.1160452;0.34347537;0.5151763;0.4470126;3.5318499;1.7180886;0.40062252;0.45016298;0.374168;1.0780963;0.88440794;2.7574687;0.7240045;0.1942634;3.868844;0.6895078;0.3475941;0.2916126;0.16149037;0.7598732;0.52781487;0.23271112;0.262866;0.13328314;0.9337006;0.5124583;0.24629246;0.26522827;0.11752301;1.2936523;0.5163793;0.21663362;0.28847662;0.1539277;2.8478396;0.8091284;0.21892415;0.34360173;0.26539794;3.5861466;0.67564034;0.32129988;0.5879204;1.1457132;15.189129;2.266949;1.0686662;0.8547712;1.1607134;5
3.7239676;1.2045183;0.48015162;0.94843006;1.8890296;0.86005473;0.58200943;0.25324044;0.26444173;0.124066524;4.10327;0.8012072;0.3183782;0.27611947;0.19347681;3.4727921;0.7002094;0.23818593;0.78175783;2.087856;3.3376226;0.881619;0.22203216;0.30002388;0.14437957;2.6095607;0.80913097;0.3975777;0.32318676;0.64102846;0.59079844;1.0945188;0.33074036;0.5126272;0.44437125;3.5678616;1.6725885;0.38701645;0.43992862;0.37411085;1.097414;0.8556732;2.6753204;0.71290433;0.19399022;4.032896;0.69844943;0.35088927;0.2915309;0.16251318;0.7867942;0.53985894;0.23848963;0.26512384;0.13362621;0.97079736;0.5289592;0.25284705;0.2672824;0.11808468;1.2849962;0.527652;0.224316;0.2898674;0.15467075;2.9181685;0.8287586;0.22039618;0.3427347;0.26636904;3.5441666;0.6792235;0.31792834;0.5842855;1.1389846;15.403347;2.276685;1.0519115;0.820312;1.1567441;5
3.7215905;1.2179983;0.4718467;0.9312512;1.885864;0.891292;0.5994487;0.25710037;0.26649067;0.12459621;4.199069;0.79972476;0.3251769;0.27690682;0.19457427;3.5198298;0.7085469;0.24794614;0.78721803;2.077933;3.3706467;0.9024272;0.22702485;0.29980215;0.14526868;2.6245766;0.8162173;0.40125492;0.32443148;0.6404913;0.6028487;1.0800244;0.32013017;0.51051193;0.44205523;3.585052;1.63996;0.3753534;0.43211776;0.37418264;1.1177276;0.8297545;2.590712;0.70365745;0.19392018;4.1879544;0.7117489;0.354872;0.29170156;0.16339155;0.81096715;0.55465853;0.24388038;0.26727304;0.13412893;1.0046742;0.5488652;0.25905144;0.26905668;0.11867741;1.2993662;0.540257;0.23164193;0.29080498;0.15544607;2.981482;0.85186476;0.22195919;0.3416302;0.26717886;3.4928167;0.6828771;0.3166595;0.58157104;1.1337255;15.566617;2.28469;1.0379949;0.788785;1.1532265;5
3.7055132;1.2356535;0.4641632;0.91549015;1.8822836;0.92094886;0.6177066;0.26034316;0.2682213;0.12515356;4.286024;0.8026893;0.33101082;0.27757934;0.19551928;3.5594862;0.7169724;0.25758925;0.791686;2.0692685;3.3917017;0.92754775;0.23154698;0.29924202;0.14600658;2.6340468;0.8269267;0.4062376;0.3258293;0.63966554;0.6140612;1.0699955;0.31046087;0.50871;0.44006684;3.5841966;1.6211519;0.36620048;0.42555875;0.37421593;1.1408195;0.8048114;2.5046191;0.69669855;0.19407295;4.329777;0.7302819;0.35868925;0.29222244;0.16426577;0.8322823;0.5710026;0.24860694;0.26914626;0.13480283;1.0350567;0.57024664;0.26468575;0.2704696;0.11937417;1.3205063;0.5531635;0.23859954;0.29120103;0.15628195;3.036519;0.8776961;0.22329532;0.34041384;0.26799738;3.4366775;0.6862835;0.31765196;0.5794825;1.129571;15.685191;2.290738;1.0266736;0.760826;1.1498829;5
3.6741755;1.254659;0.4566295;0.9008781;1.8784964;0.9489565;0.6357063;0.26247448;0.26969504;0.1256991;4.3602443;0.80777687;0.33607098;0.27799192;0.19637255;3.5955057;0.7244291;0.26664156;0.7951102;2.0619268;3.3999429;0.9542253;0.23607913;0.29818106;0.1466536;2.6365285;0.8394455;0.41324046;0.32702887;0.63871366;0.6248935;1.0619637;0.30151635;0.50631744;0.4384569;3.5648541;1.6110154;0.35792804;0.42032441;0.3742689;1.1648462;0.78208995;2.4179802;0.69228286;0.19451982;4.455311;0.7502221;0.3634866;0.29246804;0.16524442;0.8509981;0.5872272;0.2525322;0.2708639;0.13562447;1.0621442;0.59172237;0.2696451;0.27166462;0.120146245;1.3428166;0.56604266;0.24511819;0.29106188;0.15712886;3.0815005;0.9043069;0.22479251;0.33907187;0.26880044;3.384649;0.6899502;0.3198088;0.5783323;1.1265787;15.762257;2.3033342;1.0164999;0.73764116;1.146135;5
3.625223;1.2760235;0.45020095;0.8874332;1.8744744;0.9746311;0.6537499;0.264277;0.270663;0.12629029;4.419615;0.8158851;0.34069875;0.27766737;0.19713737;3.6429162;0.72989744;0.27550295;0.7973318;2.0559616;3.394515;0.98200583;0.24050108;0.29644856;0.14720681;2.6311092;0.8533892;0.42162704;0.3278413;0.63762623;0.6350099;1.0552928;0.29458073;0.50355136;0.43725923;3.5270216;1.6086363;0.34999678;0.41574812;0.37433723;1.1895709;0.762058;2.331778;0.68975645;0.19528325;4.561526;0.7725298;0.36875215;0.2924368;0.16617619;0.86680317;0.6029694;0.25601628;0.27221748;0.13661867;1.0853217;0.6127828;0.2742382;0.2724126;0.12098128;1.3640184;0.5784284;0.25135055;0.29025275;0.15798372;3.1146777;0.9314951;0.2266978;0.33729485;0.2694686;3.3346918;0.69349325;0.32276687;0.57801133;1.1250731;15.793571;2.3156567;1.006551;0.719742;1.142554;5
3.5576205;1.2995108;0.44324538;0.87534386;1.8702061;0.99797136;0.6715529;0.26498613;0.27111307;0.12694353;4.46284;0.8266874;0.34369835;0.27680525;0.19780077;3.6963575;0.73192656;0.2841877;0.7982403;2.0511305;3.375008;1.010967;0.24388649;0.29411006;0.14765242;2.616715;0.8694025;0.4302332;0.3283352;0.63643265;0.6450479;1.0488808;0.2885594;0.50016314;0.43644157;3.4710011;1.6130997;0.3423335;0.41205385;0.37452468;1.2148975;0.74442357;2.245305;0.68950915;0.1962518;4.645465;0.7963938;0.3736276;0.2920275;0.1670407;0.8798604;0.617943;0.25857067;0.27322942;0.13768771;1.10429;0.63310504;0.27788448;0.27274588;0.121804364;1.3830674;0.58980435;0.25719863;0.2889779;0.15878707;3.1344001;0.95946234;0.22785254;0.33521828;0.26999792;3.2870798;0.69483995;0.32677814;0.5785556;1.124666;15.783308;2.3284585;0.99658877;0.70580363;1.1390667;5
3.4772086;1.3238562;0.43587887;0.8646317;1.8654562;1.019287;0.68838555;0.26505473;0.2713929;0.12753645;4.490674;0.83868635;0.34523234;0.27590138;0.19834913;3.747267;0.7308159;0.29241008;0.79782426;2.0474734;3.3424172;1.0394242;0.24774641;0.29153207;0.14793459;2.5940228;0.8860452;0.43956235;0.32879665;0.63505876;0.6555141;1.0417279;0.28328967;0.4959008;0.4359912;3.3981256;1.6217957;0.3347562;0.40883458;0.3746247;1.2412937;0.7284673;2.1622586;0.6912988;0.19736047;4.7063036;0.820285;0.37938505;0.29160267;0.16783434;0.8909293;0.6313718;0.2605805;0.27405173;0.13879912;1.1197261;0.65179354;0.28101557;0.2729054;0.122605294;1.3993227;0.5998993;0.2626981;0.28742027;0.15952201;3.1405125;0.98653865;0.22983953;0.3333253;0.27042484;3.3110335;0.69405925;0.33194312;0.5798206;1.1252819;15.736137;2.3550858;0.9852277;0.6953871;1.1356561;5
3.3930428;1.3467878;0.4284246;0.8555538;1.8603661;1.0392606;0.70321584;0.26428044;0.27152666;0.1280704;4.5059505;0.8514971;0.34595072;0.27473283;0.19877999;3.7915533;0.72674954;0.3000948;0.7965983;2.0448065;3.2989306;1.0650415;0.25019017;0.28896573;0.14805877;2.564283;0.9017333;0.44863886;0.32918027;0.63355434;0.6678901;1.0321183;0.27828136;0.4908911;0.43577418;3.3126285;1.6302937;0.32712427;0.40627027;0.37471926;1.2694492;0.7137028;2.0834918;0.69509745;0.1986908;4.744781;0.8423539;0.3846082;0.2911712;0.16856772;0.90146464;0.6422213;0.26166743;0.27481997;0.13997899;1.132913;0.66774905;0.28299105;0.27299654;0.123381205;1.4128275;0.608521;0.26765415;0.2857069;0.16015573;3.134221;1.0104502;0.23097634;0.3318351;0.2707504;3.3673072;0.6906401;0.33838362;0.58167547;1.1267923;15.653755;2.3883712;0.9721237;0.6873835;1.1323138;5
3.3189185;1.366397;0.42065048;0.8477188;1.8552026;1.0577049;0.71587646;0.26337662;0.2714337;0.12851132;4.509586;0.8646543;0.34559157;0.27323174;0.19905283;3.825985;0.7194513;0.30705047;0.79452074;2.04311;3.2446158;1.0874708;0.2526577;0.2860824;0.14795315;2.5274394;0.9163884;0.45760605;0.32939824;0.63193136;0.6840572;1.0192819;0.27480936;0.48559287;0.435805;3.216546;1.636732;0.31929812;0.40397242;0.37461314;1.2997754;0.7000393;2.0098126;0.7009977;0.20011964;4.7620378;0.86224;0.3908041;0.29096568;0.16911519;0.911854;0.6504721;0.262394;0.27526426;0.14105467;1.143976;0.6809284;0.28442296;0.27284205;0.12402014;1.4228407;0.6161746;0.2718817;0.2840838;0.1606276;3.1141062;1.0310158;0.23297021;0.3305558;0.27083665;3.4329655;0.68441325;0.34623188;0.583889;1.1289684;15.544156;2.423307;0.95720243;0.6810384;1.1291611;5
3.2664266;1.383122;0.41224566;0.8414323;1.8498586;1.0748563;0.7259913;0.2621522;0.2712919;0.12882105;4.502829;0.87833965;0.34409258;0.27136734;0.19921507;3.8492634;0.70908725;0.31309274;0.79164344;2.04232;3.1804447;1.1065612;0.25430965;0.2830879;0.14766282;2.4838502;0.9300763;0.4652193;0.33021688;0.6301368;0.7048979;1.0034084;0.2715751;0.47930795;0.43605098;3.110183;1.6423049;0.311269;0.4017599;0.37428954;1.3312018;0.68769157;1.9405303;0.7080508;0.2015799;4.76088;0.8801638;0.3954815;0.2904206;0.16945553;0.9229387;0.6560318;0.26219782;0.27552196;0.14204425;1.1537383;0.6910477;0.28492907;0.27261552;0.12449962;1.4302404;0.6235409;0.27567327;0.2825142;0.16091935;3.0794888;1.0485029;0.23435716;0.32995346;0.27072415;3.501593;0.675052;0.3559657;0.5863946;1.1316335;15.40901;2.4551537;0.9398578;0.6767745;1.1262407;5
3.2361534;1.3964489;0.40307957;0.837462;1.8443273;1.0922632;0.73260677;0.25963986;0.27234477;0.1290935;4.488343;0.8932505;0.34137163;0.2699142;0.19924814;3.8594913;0.69493383;0.31818643;0.78852224;2.0422838;3.109864;1.1222303;0.25533554;0.28064317;0.1471494;2.4357307;0.9428584;0.47183168;0.33145154;0.62827355;0.7293596;0.98254055;0.26748508;0.4728805;0.43659598;2.9987895;1.6468141;0.30310303;0.3999284;0.3738248;1.3640885;0.6760819;1.8759379;0.7164458;0.203033;4.752047;0.89646196;0.40079933;0.29017815;0.1697298;0.9362466;0.6587608;0.26128632;0.276187;0.14296727;1.1634382;0.69799453;0.28481555;0.27301323;0.12487593;1.4370048;0.6304183;0.2786461;0.28185838;0.16106206;3.031054;1.0634185;0.23609675;0.33008477;0.27038053;3.571654;0.6623971;0.36632672;0.5901484;1.1348276;15.250813;2.4827971;0.918303;0.6749636;1.1236215;5
3.2206597;1.4125735;0.39284587;0.8357299;1.838661;1.1081407;0.73680747;0.25612554;0.27423453;0.12921514;4.465548;0.91114944;0.33662406;0.26912847;0.19919358;3.8561018;0.68746513;0.32135;0.7855197;2.0426073;3.0336487;1.1365983;0.25395745;0.27921262;0.14650273;2.386115;0.9556539;0.476153;0.33365327;0.62644684;0.75648004;0.9584055;0.2633364;0.4660064;0.4370554;2.8822932;1.6537049;0.29361504;0.39919722;0.3733804;1.398103;0.6662186;1.8138099;0.7267089;0.20442915;4.7495193;0.91197675;0.40345433;0.29240268;0.17003778;0.94978327;0.6603386;0.25852147;0.2779197;0.14375971;1.17056;0.7036129;0.28266862;0.2743657;0.12511593;1.4398606;0.6374065;0.28011507;0.28243226;0.16099836;2.969289;1.0778692;0.23559889;0.33125305;0.26999256;3.641694;0.64665705;0.3784371;0.594652;1.1381704;15.077176;2.5073602;0.89523274;0.6756695;1.121106;5
3.2206972;1.428244;0.38406694;0.8360586;1.8325679;1.1228104;0.73801833;0.25287855;0.2767677;0.12906824;4.469588;0.9302172;0.33221814;0.26842812;0.19880435;3.8383925;0.68161845;0.32429606;0.7834002;2.043334;2.9626713;1.1469414;0.25318885;0.27856323;0.14546919;2.3463535;0.9669599;0.4791017;0.33742583;0.62434334;0.78181905;0.93027055;0.26001033;0.45857525;0.43752706;2.7729955;1.6589003;0.2850157;0.39878762;0.37249488;1.4339005;0.6568662;1.7571274;0.73816854;0.20582853;4.7787714;0.9255093;0.4068891;0.29545546;0.17030306;0.9657488;0.6591646;0.256341;0.2805991;0.14431967;1.1775613;0.7061184;0.2811953;0.27650905;0.125135;1.4393294;0.64312226;0.28166816;0.28415176;0.16059516;2.9073899;1.0883502;0.23679051;0.33325723;0.26941115;3.711525;0.62805647;0.39213607;0.60055923;1.1414924;14.90156;2.5302393;0.8646468;0.6788811;1.1188605;5
3.247765;1.4414246;0.3759203;0.83867455;1.8263415;1.1393131;0.7351126;0.24871649;0.28032953;0.12876235;4.495473;0.9484906;0.32634172;0.26927462;0.19821829;3.8061;0.67665756;0.325719;0.7821644;2.0442932;2.9119413;1.1513269;0.2508172;0.27917436;0.14415354;2.330901;0.9740854;0.48017418;0.34327152;0.62205905;0.82429034;0.89811665;0.2570538;0.45107412;0.4380136;2.6899083;1.661712;0.2768241;0.39877334;0.37147796;1.4720058;0.6476391;1.7024329;0.75168675;0.20720491;4.848244;0.9340551;0.40793476;0.30001736;0.17050467;0.9870672;0.6543866;0.2529252;0.28438103;0.14493997;1.1880783;0.7043906;0.2780243;0.27985218;0.12522154;1.4362719;0.6475057;0.282276;0.28719217;0.1602099;2.8719196;1.0930307;0.23688;0.33698946;0.26885182;3.7806928;0.607326;0.40735087;0.60752404;1.1447942;14.731626;2.5482378;0.83699286;0.6842542;1.1166307;5
